,sensor1,sensor2
1152,51.0,47.0
1153,51.0,47.0
1154,51.0,47.0
1155,51.0,47.0
1156,51.0,47.0
1157,51.0,47.37536955856871
1158,51.0,47.77500254867982
1159,51.0,48.17463553879094
1160,51.0,48.57426852890205
1161,51.0,48.97390151901317
1162,51.0,48.81323274543786
1163,51.0,48.61341625038227
1164,51.0,48.41359975532672
1165,51.0,48.21378326027116
1166,51.0,48.0139667652156
1167,51.0,48.0
1168,51.0,48.0
1169,51.0,48.0
1170,51.0,48.0
1171,51.0,48.0
1172,51.0,48.0
1173,51.0,48.0
1174,51.0,48.0
1175,51.0,48.0
1176,51.0,48.0
1177,51.0,48.0
1178,51.0,48.0
1179,51.0,48.0
1180,51.0,48.0
1181,51.0,48.0
1182,51.0,48.0
1183,51.0,48.0
1184,51.0,48.0
1185,51.0,48.0
1186,51.0,48.0
1187,51.0,48.0
1188,51.0,48.0
1189,51.0,48.0
1190,51.0,48.0
1191,51.0,48.0
1192,51.0,48.0
1193,51.0,48.0
1194,51.0,48.0
1195,51.0,48.0
1196,51.0,48.0
1197,51.0,48.0
1198,51.0,48.0
1199,51.0,48.0
1200,51.0,48.0
1201,51.0,48.0
1202,51.0,48.0
1203,51.0,48.0
1204,51.0,48.0
1205,51.0,48.0
1206,51.0,48.0
1207,51.0,48.0
1208,51.0,48.0
1209,51.0,48.0
1210,51.0,48.0
1211,51.0,48.0
1212,51.0,48.0
1213,51.0,48.0
1214,51.0,48.0
1215,51.0,48.0
1216,51.0,48.0
1217,51.0,48.0
1218,51.0,48.0
1219,51.0,48.0
1220,51.0,48.0
1221,51.0,48.0
1222,51.0,48.17575695789583
1223,51.0,48.375573452951386
1224,51.0,48.57538994800694
1225,51.0,48.7752064430625
1226,51.0,48.97502293811806
1227,51.0,48.65032113365271
1228,51.0,48.2506881435416
1229,51.0,47.85105515343048
1230,51.0,47.45142216331936
1231,51.0,47.05178917320825
1232,51.0,47.34784381690287
1233,51.0,47.74747680701398
1234,51.0,48.1471097971251
1235,51.0,48.54674278723627
1236,51.0,48.94637577734738
1237,51.0,48.82699561627075
1238,51.0,48.62717912121519
1239,51.0,48.42736262615964
1240,51.0,48.22754613110408
1241,51.0,48.02772963604852
1242,51.0,48.0
1243,51.0,48.0
1244,51.0,48.0
1245,51.0,48.0
1246,51.0,48.0
1247,51.0,48.0
1248,51.0,48.0
1249,51.0,48.0
1250,51.0,48.0
1251,51.0,48.0
1252,51.0,48.0
1253,51.0,48.0
1254,51.0,48.0
1255,51.0,48.0
1256,51.0,48.0
1257,51.0,48.0
1258,51.0,48.0
1259,51.0,48.0
1260,51.0,48.0
1261,51.0,48.0
1262,51.0,48.0
1263,51.0,48.0
1264,51.0,48.0
1265,51.0,48.0
1266,51.0,48.0
1267,51.0,48.0
1268,51.0,48.0
1269,51.0,48.0
1270,51.0,48.0
